chr,start,end,strand,pvalue,qvalue,meth.diff
Chr2,12647700,12647800,*,0.00415696344295089,0.911788734741697,-0.068257291932388
Chr2,6665139,6665239,*,0.00415967461407638,0.911788734741697,0.292496745791838
Chr5,8296182,8296282,*,0.00416547448666569,0.911788734741697,-0.0867530187622237
Chr1,24954023,24954123,*,0.00416818869571581,0.911788734741697,0.0529044289461986
Chr4,7937935,7938035,*,0.00416823210983735,0.911788734741697,0.309812596215269
Chr5,17396098,17396198,*,0.00418607758838979,0.911788734741697,0.101279076354046
Chr4,17257161,17257261,*,0.00418713132480021,0.911788734741697,-0.192468788513627
Chr4,3366303,3366403,*,0.00419368219933197,0.911788734741697,0.437974049913704
Chr5,26816934,26817034,*,0.00420408746056905,0.911788734741697,0.155881582573823
Chr2,24569518,24569618,*,0.0042154259038743,0.911788734741697,0.11394500059526
Chr1,26523282,26523382,*,0.0042191611816478,0.911788734741697,-0.114318220681735
Chr5,24943887,24943987,*,0.00422306738217377,0.911788734741697,0.162136058474902
Chr1,8178927,8179027,*,0.00423273357633532,0.911788734741697,0.132233419628609
Chr4,1768889,1768989,*,0.00423947109978688,0.911788734741697,-0.362170541353921
Chr1,547131,547231,*,0.00424118207334614,0.911788734741697,-0.11576207473164
Chr4,7825715,7825815,*,0.00425003887944067,0.911788734741697,-0.149659985647856
Chr4,11645333,11645433,*,0.00426368989304656,0.911788734741697,0.176726388168243
Chr3,6491911,6492011,*,0.0042649209954233,0.911788734741697,0.256928497974039
Chr5,24456850,24456950,*,0.00428066160040473,0.911788734741697,-0.0690436535382209
Chr4,12657437,12657537,*,0.00430014450938281,0.911788734741697,0.105502765892636
Chr2,4402406,4402506,*,0.0043083108193019,0.911788734741697,0.0634449378754776
Chr5,22543508,22543608,*,0.00431169158419882,0.911788734741697,-0.096035228454683
Chr3,23799654,23799754,*,0.00432166787771969,0.911788734741697,-0.255709733799319
Chr5,12926406,12926506,*,0.00433176740034764,0.911788734741697,0.124201630881136
Chr2,18113470,18113570,*,0.00433308581763657,0.911788734741697,0.199371704937071
Chr1,19248379,19248479,*,0.0043518917429292,0.911788734741697,-0.0713625951653386
Chr2,2346062,2346162,*,0.00435546958002344,0.911788734741697,-0.182987495498239
Chr3,13579324,13579424,*,0.00435753533488339,0.911788734741697,-0.558814900457958
Chr3,19737505,19737605,*,0.0043686544729226,0.911788734741697,0.170519039681481
Chr3,28630346,28630446,*,0.00437997625962681,0.911788734741697,-0.0669900187725861
Chr4,15739884,15739984,*,0.00439618167266582,0.911788734741697,0.0883125089960594
Chr1,2664810,2664910,*,0.00440120834869336,0.911788734741697,-0.198813517991351
Chr1,15002093,15002193,*,0.00440238606154224,0.911788734741697,0.118948712876363
Chr4,5895714,5895814,*,0.0044024647919826,0.911788734741697,0.113124305256506
Chr1,5697944,5698044,*,0.00440672953336811,0.911788734741697,-0.302792880861267
Chr3,29006301,29006401,*,0.004407889628478,0.911788734741697,0.148037043076689
Chr4,4369704,4369804,*,0.00441168987702417,0.911788734741697,-0.13457860137627
Chr3,4332038,4332138,*,0.00441201088071847,0.911788734741697,0.0777648380860102
Chr1,27698043,27698143,*,0.00441955506842645,0.911788734741697,-0.094137800137613
Chr1,4892046,4892146,*,0.00444358215928478,0.911788734741697,-0.479560298027196
Chr1,26297451,26297551,*,0.00445389555599015,0.911788734741697,-0.437995631445128
Chr4,25414621,25414721,*,0.00445777671027717,0.911788734741697,-0.0655705951004395
Chr4,22710510,22710610,*,0.00446186943239926,0.911788734741697,0.340833276267802
Chr2,26059287,26059387,*,0.00447193236390396,0.911788734741697,0.12808003994482
Chr1,1906263,1906363,*,0.00447407101268336,0.911788734741697,-0.125987335094505
Chr1,23140502,23140602,*,0.00447707301661272,0.911788734741697,0.434804708825441
Chr4,6594457,6594557,*,0.00447953998469908,0.911788734741697,-0.348864294459748
Chr2,16687247,16687347,*,0.00448475677166781,0.911788734741697,0.173124026781
Chr3,29023228,29023328,*,0.00449296485153655,0.911788734741697,-0.128967221098669
Chr4,22129823,22129923,*,0.0044940922648379,0.911788734741697,-0.321023849303185
Chr3,9809295,9809395,*,0.00449892030476598,0.911788734741697,0.100215593820691
Chr5,23755909,23756009,*,0.00449910772631372,0.911788734741697,0.272107682475164
Chr4,11819924,11820024,*,0.00449937164560299,0.911788734741697,-0.277000553659045
Chr5,24845125,24845225,*,0.00451141644933763,0.911788734741697,0.419792520505161
Chr4,281383,281483,*,0.00452152921793959,0.911788734741697,-0.237057741231113
Chr3,12716546,12716646,*,0.00452627377272367,0.911788734741697,0.256883984735146
Chr5,16267987,16268087,*,0.00452699925627558,0.911788734741697,0.17409372522264
Chr3,537422,537522,*,0.00453022477042222,0.911788734741697,-0.304078575655489
Chr3,15330287,15330387,*,0.00453715854802678,0.911788734741697,0.265267706424379
Chr3,2429058,2429158,*,0.00454480217807014,0.911788734741697,-0.0629354852832108
Chr1,13037796,13037896,*,0.00454824988354456,0.911788734741697,-0.0985937916263719
Chr5,11506030,11506130,*,0.00455896722021713,0.911788734741697,0.192305423793408
Chr5,26961242,26961342,*,0.00455967680604859,0.911788734741697,0.118034013796359
Chr1,7451504,7451604,*,0.00456847376056327,0.911788734741697,0.145019610088726
Chr5,27927219,27927319,*,0.00457002724017354,0.911788734741697,-0.109409000113033
Chr2,8903180,8903280,*,0.00457008017396404,0.911788734741697,-0.119393615861627
Chr1,16649032,16649132,*,0.00457942231248983,0.911788734741697,-0.284008160182976
Chr2,17910778,17910878,*,0.00458425598921465,0.911788734741697,0.0937480166627593
Chr4,21998694,21998794,*,0.00458897534368037,0.911788734741697,0.0663544145653233
Chr1,279415,279515,*,0.00459056762499718,0.911788734741697,-0.1793375317161
Chr4,25067321,25067421,*,0.00459553277245506,0.911788734741697,0.0901213273871238
Chr5,28579610,28579710,*,0.0045980103807653,0.911788734741697,-0.14979627483566
Chr5,13952617,13952717,*,0.00461357568829832,0.911788734741697,0.0928405278795149
Chr4,7415960,7416060,*,0.00461572731436423,0.911788734741697,0.121127217038313
Chr2,5965713,5965813,*,0.00461962956444786,0.911788734741697,0.306529486852064
Chr1,11042301,11042401,*,0.00464545111372069,0.911788734741697,0.0800934275604901
Chr2,2003755,2003855,*,0.00464978166276401,0.911788734741697,-0.152520580822503
Chr5,9155936,9156036,*,0.00465127057752987,0.911788734741697,0.102865287308502
Chr1,9162980,9163080,*,0.00465164170069529,0.911788734741697,0.0732148725487088
Chr5,11247406,11247506,*,0.00468385576286792,0.911788734741697,0.0740509678117057
Chr3,10266931,10267031,*,0.00468586251200421,0.911788734741697,0.45103200980667
Chr1,12701383,12701483,*,0.00468897964341778,0.911788734741697,0.342599140308773
Chr3,1659887,1659987,*,0.00469919491674531,0.911788734741697,0.173705457217476
Chr2,16527205,16527305,*,0.00469970965306459,0.911788734741697,0.179250611961119
Chr1,18704470,18704570,*,0.004702374244365,0.911788734741697,-0.343398684373872
Chr2,1497748,1497848,*,0.00470444927528384,0.911788734741697,0.137707327472828
Chr4,24887719,24887819,*,0.00470466771031159,0.911788734741697,-0.130871018027861
Chr3,12135426,12135526,*,0.00470596533361615,0.911788734741697,0.0529263339132541
Chr5,579653,579753,*,0.00470877658804749,0.911788734741697,0.195406391559401
Chr2,6822231,6822331,*,0.00471109770456863,0.911788734741697,0.0552823277653501
Chr4,26070852,26070952,*,0.00471954983732988,0.911788734741697,0.22014574195384
Chr2,23197464,23197564,*,0.00472769211667591,0.911788734741697,0.153268537065704
Chr3,25023017,25023117,*,0.004739880356332,0.911788734741697,0.11633923730492
Chr1,20066313,20066413,*,0.00475321945613733,0.911788734741697,-0.274815699782069
Chr1,12984589,12984689,*,0.00475479782427385,0.911788734741697,-0.214168013315548
Chr5,8832573,8832673,*,0.00476885456142692,0.911788734741697,-0.28332002218838
Chr1,18759791,18759891,*,0.00476959223060892,0.911788734741697,0.194471020535677
Chr2,3678196,3678296,*,0.00477652163050728,0.911788734741697,0.512224808059464
Chr3,1705927,1706027,*,0.00478007187067524,0.911788734741697,0.143351907593638
Chr5,20100603,20100703,*,0.00478193346849848,0.911788734741697,0.122761896460202
Chr1,23025639,23025739,*,0.00478312632807589,0.911788734741697,0.0704265618680356
Chr1,22801213,22801313,*,0.00478586652735319,0.911788734741697,0.0796956696274398
Chr4,18730370,18730470,*,0.0047906642897696,0.911788734741697,0.158444393532349
Chr3,20868809,20868909,*,0.00479182167532675,0.911788734741697,0.330893803830057
Chr5,23415540,23415640,*,0.00479465945639542,0.911788734741697,0.152926479369404
Chr5,22478853,22478953,*,0.00480075663915357,0.911788734741697,-0.0978199459627931
Chr1,22002229,22002329,*,0.00480312837422821,0.911788734741697,-0.398284913155062
Chr5,13296032,13296132,*,0.00480908390164935,0.911788734741697,-0.354398754587275
Chr3,29107201,29107301,*,0.00482115727096833,0.911788734741697,-0.078421447423282
Chr2,7582617,7582717,*,0.00483634896731097,0.911788734741697,-0.0683878843380094
Chr5,23465107,23465207,*,0.00483668922093241,0.911788734741697,-0.180390508911863
Chr3,12705452,12705552,*,0.00483881093856506,0.911788734741697,0.103452741918485
Chr2,23947662,23947762,*,0.00483966765244313,0.911788734741697,0.152253673152452
Chr2,16444236,16444336,*,0.00484080316377981,0.911788734741697,0.154954579258018
Chr1,19756132,19756232,*,0.00484299912596849,0.911788734741697,-0.308162136532605
Chr2,24593904,24594004,*,0.00484526984472178,0.911788734741697,0.265805956655876
Chr4,12737529,12737629,*,0.00484617972026252,0.911788734741697,-0.10771247262038
Chr1,26867618,26867718,*,0.00485026099568697,0.911788734741697,0.133804649717633
Chr5,29391655,29391755,*,0.00486486216759154,0.911788734741697,0.0883350942031879
Chr1,15763930,15764030,*,0.00487725283765355,0.911788734741697,0.0665850268512024
Chr3,7076591,7076691,*,0.00488127452940842,0.911788734741697,-0.0949879107681032
Chr5,26229865,26229965,*,0.00488609054437284,0.911788734741697,0.107507338081252
Chr3,27436863,27436963,*,0.00488717112447124,0.911788734741697,-0.182707458389086
Chr3,18981011,18981111,*,0.00491602566871599,0.911788734741697,-0.166920254122422
Chr3,5799740,5799840,*,0.00492343020499451,0.911788734741697,0.341196665538861
Chr2,13570594,13570694,*,0.00492389143486825,0.911788734741697,0.0774934563977745
Chr1,22350252,22350352,*,0.00493248693613742,0.911788734741697,0.0917504150200324
Chr1,11396691,11396791,*,0.00493717584947505,0.911788734741697,-0.233753057091185
Chr4,20489387,20489487,*,0.00493763829780918,0.911788734741697,-0.0668113314718011
Chr2,24249776,24249876,*,0.00493837340649911,0.911788734741697,-0.074161518633055
Chr3,8560547,8560647,*,0.00493877483052636,0.911788734741697,-0.316765374672019
Chr2,24030091,24030191,*,0.00494098640389936,0.911788734741697,0.0851936043614552
Chr2,11764660,11764760,*,0.00494318956304762,0.911788734741697,-0.253684337203288
Chr1,17866986,17867086,*,0.00494422521923153,0.911788734741697,0.0998244285229594
Chr2,9949229,9949329,*,0.00494479792722464,0.911788734741697,0.223322559897512
Chr3,2394966,2395066,*,0.00494722142260419,0.911788734741697,0.0537775076394491
Chr2,26161328,26161428,*,0.00494746578707637,0.911788734741697,0.0792323670570485
Chr1,22151292,22151392,*,0.0049511540592445,0.911788734741697,-0.0644048853295239
Chr5,12080789,12080889,*,0.00495192168309208,0.911788734741697,0.243386176026811
Chr1,17075403,17075503,*,0.00496125008498772,0.911788734741697,0.23612805350535
Chr1,12504045,12504145,*,0.00496280653205108,0.911788734741697,0.0559613391813598
Chr2,16801615,16801715,*,0.00496579095529666,0.911788734741697,-0.11398080528364
Chr5,10609427,10609527,*,0.00497379102167067,0.911788734741697,-0.185337968193997
Chr2,13957637,13957737,*,0.00497758352686018,0.911788734741697,0.123675611194229
Chr5,1976476,1976576,*,0.00498020661891428,0.911788734741697,0.213090967654178
Chr5,200980,201080,*,0.00498688092136974,0.911788734741697,0.115353125112147
Chr1,25212707,25212807,*,0.00498951657702907,0.911788734741697,0.111375190247864
Chr2,14769270,14769370,*,0.00499961820081837,0.911788734741697,-0.112478740492226
Chr2,13985108,13985208,*,0.00500108018631548,0.911788734741697,0.201346988772854
Chr3,25054082,25054182,*,0.0050062666075656,0.911788734741697,0.111291639920717
Chr4,21005819,21005919,*,0.0050089847426198,0.911788734741697,-0.27329396644433
Chr1,29716976,29717076,*,0.00502062814271202,0.911788734741697,-0.245521299523375
Chr5,13287953,13288053,*,0.00502492070654505,0.911788734741697,-0.138997515091233
Chr3,1731015,1731115,*,0.0050293850259168,0.911788734741697,0.112190995897704
Chr1,2148542,2148642,*,0.00503208240173865,0.911788734741697,-0.148714644849543
Chr2,11914329,11914429,*,0.00503212303775484,0.911788734741697,-0.231240082156101
Chr2,17961333,17961433,*,0.00503296537547374,0.911788734741697,-0.0582616315991527
Chr5,16806754,16806854,*,0.00503579198962207,0.911788734741697,0.190971395886955
Chr4,21536650,21536750,*,0.00504753728805381,0.911788734741697,0.206690791470108
Chr4,24088345,24088445,*,0.00506389440599414,0.911788734741697,-0.0612339119177053
Chr4,14767587,14767687,*,0.00507022189071238,0.911788734741697,-0.39655288629524
Chr2,13268180,13268280,*,0.00507324755891307,0.911788734741697,-0.167735566979805
Chr1,12956451,12956551,*,0.00507652563854969,0.911788734741697,-0.257105435254559
Chr5,29199868,29199968,*,0.00509152065177056,0.911788734741697,-0.287544256966803
Chr3,14947484,14947584,*,0.00509465661294798,0.911788734741697,0.117495454257235
Chr1,4951457,4951557,*,0.0051030248798593,0.911788734741697,-0.118970251378726
Chr4,27714606,27714706,*,0.00510508161931062,0.911788734741697,0.232794311074121
Chr5,8597695,8597795,*,0.00510906532738672,0.911788734741697,-0.0770212415313635
Chr4,18457376,18457476,*,0.00511070102392437,0.911788734741697,0.530947477610146
Chr1,10065397,10065497,*,0.00511076291951332,0.911788734741697,-0.370335158992022
Chr4,27710530,27710630,*,0.00511081125592976,0.911788734741697,0.0689319131040515
Chr3,6950648,6950748,*,0.0051119387125761,0.911788734741697,-0.204804412663107
Chr5,29958349,29958449,*,0.00512703585774797,0.911788734741697,-0.119048814647806
Chr2,1890481,1890581,*,0.00512896029686727,0.911788734741697,0.187368463808365
Chr1,15343383,15343483,*,0.00513495288473429,0.911788734741697,-0.10275329080221
Chr2,17463345,17463445,*,0.00513772575765488,0.911788734741697,0.188442659418076
Chr4,6760326,6760426,*,0.00513850783478828,0.911788734741697,-0.158985270396127
Chr2,2660820,2660920,*,0.00514709273948933,0.911788734741697,-0.205899542493546
Chr1,18505013,18505113,*,0.00514817601408901,0.911788734741697,-0.312062431117367
Chr1,9278214,9278314,*,0.00515123296634812,0.911788734741697,0.0892650532899352
Chr5,26982306,26982406,*,0.00515218079337495,0.911788734741697,0.236774052862384
Chr3,25836542,25836642,*,0.00515230979819709,0.911788734741697,-0.134754255823313
Chr4,5509201,5509301,*,0.00516191975604798,0.911788734741697,-0.166912087210297
Chr2,5647817,5647917,*,0.00516499224587834,0.911788734741697,-0.177561057903597
Chr1,26170521,26170621,*,0.00516871504470058,0.911788734741697,-0.0980147200365992
Chr3,16670977,16671077,*,0.00517198047641295,0.911788734741697,-0.0587045291221774
Chr3,23938603,23938703,*,0.00517752432880348,0.911788734741697,0.0922663350311151
Chr2,11737357,11737457,*,0.00518053868725978,0.911788734741697,-0.203584199467434
Chr2,12982584,12982684,*,0.00518287942269864,0.911788734741697,-0.591975280616896
Chr1,8469200,8469300,*,0.00519212565243619,0.911788734741697,0.0930939322368498
Chr1,12727577,12727677,*,0.00520028734970239,0.911788734741697,-0.159228015646634
Chr3,9845436,9845536,*,0.00520118253524148,0.911788734741697,0.180458167525368
Chr2,1197882,1197982,*,0.00520196669511382,0.911788734741697,0.078028108300969
Chr1,19777598,19777698,*,0.00520305254138769,0.911788734741697,0.219358187674377
Chr4,15350815,15350915,*,0.00520789720197145,0.911788734741697,0.133045836259337
Chr3,12480713,12480813,*,0.00520900578367354,0.911788734741697,0.188835530461035
Chr4,136235,136335,*,0.00520978426232852,0.911788734741697,-0.111508999781791
Chr1,6191179,6191279,*,0.00522264885792758,0.911788734741697,0.230368904289464
Chr5,24111504,24111604,*,0.00522722539549283,0.911788734741697,0.123510574061199
Chr2,16947258,16947358,*,0.0052301115848744,0.911788734741697,-0.05677450203855
Chr5,16959757,16959857,*,0.00523966683812382,0.911788734741697,0.0685394674149193
Chr1,19113625,19113725,*,0.00524269588163856,0.911788734741697,0.206463121448426
Chr2,27640319,27640419,*,0.00524375738232926,0.911788734741697,0.124411263414551
Chr1,20029067,20029167,*,0.005250171477116,0.911788734741697,-0.179509778265417
Chr2,7328974,7329074,*,0.00525281156347494,0.911788734741697,0.1340767304296
Chr4,9330503,9330603,*,0.00526355229859894,0.911788734741697,-0.106626386994067
Chr1,23039320,23039420,*,0.00528732265744024,0.911788734741697,0.134104967589417
Chr4,9794930,9795030,*,0.0052922905428227,0.911788734741697,0.214637960959769
Chr4,23160126,23160226,*,0.00529385861237081,0.911788734741697,-0.1210982394988
Chr1,29327952,29328052,*,0.00529645206102114,0.911788734741697,-0.164148671344834
Chr3,5323935,5324035,*,0.00529922725442937,0.911788734741697,0.0934325330792751
Chr5,6864617,6864717,*,0.00530210425899976,0.911788734741697,0.150564866705429
Chr3,6175696,6175796,*,0.00530240672186594,0.911788734741697,0.103261011499619
Chr1,24300486,24300586,*,0.0053034588725512,0.911788734741697,0.0818729313133838
Chr3,18920744,18920844,*,0.00530444739352807,0.911788734741697,0.150669138782765
Chr5,24811535,24811635,*,0.0053066233976934,0.911788734741697,-0.0599222435354673
Chr4,1340221,1340321,*,0.00531005872673396,0.911788734741697,-0.130156053793954
Chr5,4959767,4959867,*,0.005311469326559,0.911788734741697,-0.0626924778862463
Chr5,11819668,11819768,*,0.00531555125369882,0.911788734741697,-0.0877875546812263
Chr2,21548874,21548974,*,0.00531717665305548,0.911788734741697,-0.277742952663309
Chr3,22306839,22306939,*,0.00533296557169675,0.911788734741697,-0.0962359110068032
Chr4,14367452,14367552,*,0.00534927563751964,0.911788734741697,0.0642459461226676
Chr2,25156624,25156724,*,0.00535130125797233,0.911788734741697,-0.223685426758669
Chr4,3524270,3524370,*,0.00535162459147372,0.911788734741697,0.209837721087821
Chr3,27804078,27804178,*,0.00535469029865324,0.911788734741697,-0.140411585267853
Chr5,8170181,8170281,*,0.00536423820444919,0.911788734741697,0.0883492418519969
Chr5,4639293,4639393,*,0.00536655008744814,0.911788734741697,0.143517740732833
Chr4,17641087,17641187,*,0.0053748287254718,0.911788734741697,0.197044410033249
Chr3,24654211,24654311,*,0.00537608712310403,0.911788734741697,0.152686804865708
Chr1,26407378,26407478,*,0.00538043903243907,0.911788734741697,0.0638190845353448
Chr5,20599399,20599499,*,0.00538156697929095,0.911788734741697,-0.112143331744791
Chr2,23113877,23113977,*,0.0053884844497903,0.911788734741697,-0.191821219941529
Chr3,6494401,6494501,*,0.00539042994077876,0.911788734741697,0.193809220634611
Chr1,8829024,8829124,*,0.00539817023788895,0.911788734741697,-0.138439252130558
Chr2,19752525,19752625,*,0.00540936699715105,0.911788734741697,0.120137455311036
Chr1,24520308,24520408,*,0.00541730871221638,0.911788734741697,-0.24534681048758
Chr3,12777449,12777549,*,0.0054249230723076,0.911788734741697,0.183297073242044
Chr3,8535244,8535344,*,0.0054266499617391,0.911788734741697,0.0626001365593903
Chr3,29425120,29425220,*,0.00543033405417895,0.911788734741697,-0.181483436372225
Chr1,2258946,2259046,*,0.00543084740013079,0.911788734741697,-0.0974487966790638
Chr5,27849974,27850074,*,0.00544232412247696,0.911788734741697,-0.0603207117305452
Chr1,15635738,15635838,*,0.00544600099731335,0.911788734741697,-0.293754809377717
Chr4,16002779,16002879,*,0.00545249272214173,0.911788734741697,0.15954846071665
Chr3,17731644,17731744,*,0.00545416453177514,0.911788734741697,-0.314663748361313
Chr5,25854228,25854328,*,0.00545669419130507,0.911788734741697,-0.329821212172281
Chr3,8991729,8991829,*,0.00545700681044942,0.911788734741697,0.197971149327207
Chr1,5529353,5529453,*,0.00546231393277592,0.911788734741697,0.0633241097564861
Chr4,4338557,4338657,*,0.00546315638650858,0.911788734741697,0.166343059976239
Chr2,8096737,8096837,*,0.005465868613973,0.911788734741697,0.193175424691521
Chr3,26769154,26769254,*,0.00546938298009878,0.911788734741697,-0.127237959185626
Chr3,25318822,25318922,*,0.00547529386824462,0.911788734741697,0.192509228565479
Chr4,7010799,7010899,*,0.00547550613560139,0.911788734741697,0.289335890400826
Chr4,22453470,22453570,*,0.00548079794893011,0.911788734741697,0.0925576008923137
Chr2,27046309,27046409,*,0.00548602351224569,0.911788734741697,-0.104929056686095
Chr2,1246465,1246565,*,0.00549382856816644,0.911788734741697,-0.430081876676252
Chr4,10000350,10000450,*,0.00549591825207228,0.911788734741697,-0.304294259718396
Chr5,12738251,12738351,*,0.00549954614728349,0.911788734741697,-0.0803416545687783
Chr3,13069435,13069535,*,0.0054996012403837,0.911788734741697,0.0580892296804937
Chr2,21390714,21390814,*,0.00550058173278112,0.911788734741697,-0.298899939535145
Chr2,25328721,25328821,*,0.00550612240587654,0.911788734741697,-0.121510375452733
Chr2,29254015,29254115,*,0.00550878862558162,0.911788734741697,0.148394207973604
Chr4,18838921,18839021,*,0.00550879731080313,0.911788734741697,0.105450304322012
Chr3,4186577,4186677,*,0.0055175995173764,0.911788734741697,0.10095956795393
Chr3,28270632,28270732,*,0.00552020192409789,0.911788734741697,0.0663471119129453
Chr2,26053807,26053907,*,0.00552121975977671,0.911788734741697,0.118074173080076
Chr1,5200396,5200496,*,0.00552550141674639,0.911788734741697,0.0810216687695369
Chr3,23080254,23080354,*,0.00552932106418738,0.911788734741697,0.386259523831895
Chr1,29584564,29584664,*,0.00553053541595364,0.911788734741697,0.0921530747029373
Chr1,12464105,12464205,*,0.00553267463963855,0.911788734741697,-0.127748307551831
Chr4,7353465,7353565,*,0.00553536500859516,0.911788734741697,0.130932884167237
Chr3,7561874,7561974,*,0.00553604986235073,0.911788734741697,0.244236265630105
Chr4,20455831,20455931,*,0.0055411938263797,0.911788734741697,-0.115490836625976
Chr2,29955549,29955649,*,0.00554250734725006,0.911788734741697,0.163794267987792
Chr2,12415937,12416037,*,0.00554327805993371,0.911788734741697,-0.443798702140916
Chr5,21639695,21639795,*,0.00554374290881315,0.911788734741697,0.157801077886757
Chr5,15668702,15668802,*,0.00554476983011803,0.911788734741697,-0.308787578632344
Chr4,4971308,4971408,*,0.00554798465919492,0.911788734741697,0.0602790754415406
Chr1,28420674,28420774,*,0.0055685984321175,0.911788734741697,0.184552917923347
Chr2,19130884,19130984,*,0.00557077217111921,0.911788734741697,-0.352069530647352
Chr3,11380325,11380425,*,0.00558437766536555,0.911788734741697,-0.245032426532693
Chr4,28057076,28057176,*,0.00558591848407772,0.911788734741697,-0.166172560222343
Chr5,12228126,12228226,*,0.00558744502718816,0.911788734741697,0.113452704325172
Chr1,20722931,20723031,*,0.00559071173769328,0.911788734741697,-0.246904482824505
Chr2,4562969,4563069,*,0.00559211273038912,0.911788734741697,-0.657874146763865
Chr2,25839828,25839928,*,0.00559428343178888,0.911788734741697,0.231166741496897
Chr5,13211535,13211635,*,0.00559490096524307,0.911788734741697,-0.185426370340938
Chr5,24423620,24423720,*,0.00559973428564643,0.911788734741697,-0.0943109272350131
Chr3,24075886,24075986,*,0.00559996109447766,0.911788734741697,-0.170162694890171
Chr4,13786656,13786756,*,0.005605617323743,0.911788734741697,-0.256276849894796
Chr4,28131137,28131237,*,0.00560565932360636,0.911788734741697,0.436454727734509
Chr1,22594833,22594933,*,0.00560878415119282,0.911788734741697,0.24211228968447
Chr4,21223578,21223678,*,0.00561050588771732,0.911788734741697,-0.118844361455752
Chr3,25555140,25555240,*,0.00561363033103135,0.911788734741697,0.117703394756259
Chr5,25184342,25184442,*,0.00561715890419893,0.911788734741697,-0.141896192811815
Chr1,19556716,19556816,*,0.00562542237414029,0.911788734741697,-0.119063621823659
Chr3,9066720,9066820,*,0.00563932916372859,0.911788734741697,-0.13480570237306
Chr2,12269058,12269158,*,0.00563980313057245,0.911788734741697,0.301401649443509
Chr2,6752493,6752593,*,0.00564111721727787,0.911788734741697,-0.284339817887313
Chr2,7072328,7072428,*,0.00564439299302105,0.911788734741697,0.0745012979279293
Chr2,20066280,20066380,*,0.00564695083471112,0.911788734741697,-0.0997723458338727
Chr1,26878303,26878403,*,0.00565519428252268,0.911788734741697,0.0892494112148476
Chr2,752489,752589,*,0.00565994795748961,0.911788734741697,0.0541990321105571
Chr2,16928722,16928822,*,0.00567022273656182,0.911788734741697,-0.231216684477377
Chr5,17777529,17777629,*,0.0056715739864428,0.911788734741697,0.11157381026788
Chr2,18005179,18005279,*,0.00568548056091896,0.911788734741697,0.13094596667161
Chr2,27096729,27096829,*,0.00568582378406204,0.911788734741697,-0.0961949968126317
Chr1,4049190,4049290,*,0.0056941654617111,0.911788734741697,-0.189592233587136
Chr3,21857824,21857924,*,0.00570002102513461,0.911788734741697,0.178246484040403
Chr3,12006751,12006851,*,0.00570134948228618,0.911788734741697,-0.0604207013882089
Chr2,4088131,4088231,*,0.00571904615188919,0.911788734741697,-0.587316759361696
Chr4,5955318,5955418,*,0.00571998774955407,0.911788734741697,-0.0641062789197613
Chr5,10084309,10084409,*,0.00572262182963948,0.911788734741697,0.387632470120281
Chr2,28029769,28029869,*,0.00572266566201774,0.911788734741697,-0.152909583204023
Chr3,7912456,7912556,*,0.00572279532507276,0.911788734741697,0.217756939799037
Chr2,28463495,28463595,*,0.00572510123454737,0.911788734741697,0.108389287880739
Chr5,21049481,21049581,*,0.00572664744166981,0.911788734741697,0.11353278600876
Chr1,1881661,1881761,*,0.00574042120455751,0.911788734741697,0.119379520612519
Chr3,9800141,9800241,*,0.00574072491499692,0.911788734741697,-0.0871075116826871
Chr2,3821426,3821526,*,0.00574705068680696,0.911788734741697,-0.0755695326084532
Chr5,18798520,18798620,*,0.005754874165913,0.911788734741697,0.108290897498022
Chr1,27850745,27850845,*,0.00575723328241794,0.911788734741697,-0.181259361206517
Chr5,6308085,6308185,*,0.00576464669771351,0.911788734741697,0.052459468336949
Chr2,16582161,16582261,*,0.00576563305852402,0.911788734741697,-0.252267949917877
Chr4,8843039,8843139,*,0.00577115779579344,0.911788734741697,-0.177867265013519
Chr3,11965555,11965655,*,0.00577218651939532,0.911788734741697,0.456923676092486
Chr5,17997795,17997895,*,0.00577359139168733,0.911788734741697,-0.0719233285475945
Chr2,27224503,27224603,*,0.00578032665032785,0.911788734741697,0.13895159666388
Chr5,23440130,23440230,*,0.00578278003027951,0.911788734741697,-0.22846833390278
Chr1,15064819,15064919,*,0.00578625810929841,0.911788734741697,0.144349039660855
Chr5,10617542,10617642,*,0.00578902005401523,0.911788734741697,0.257235019418074
Chr2,27705566,27705666,*,0.00579394126286628,0.911788734741697,-0.0545738308324442
Chr4,26942082,26942182,*,0.00580270464784763,0.911788734741697,0.170033571848257
Chr2,18942015,18942115,*,0.0058125650776013,0.911788734741697,-0.261186068106367
Chr5,976983,977083,*,0.00581566337765928,0.911788734741697,0.0985094144686327
Chr4,4279301,4279401,*,0.00581994033438756,0.911788734741697,0.095562551134748
Chr1,4075893,4075993,*,0.00582120342075244,0.911788734741697,0.133323482001731
Chr1,27116259,27116359,*,0.00582584124407594,0.911788734741697,0.167478165217148
Chr1,13447295,13447395,*,0.00583166638083921,0.911788734741697,0.169606826435832
Chr1,11022292,11022392,*,0.00583783614889226,0.911788734741697,-0.0604427071259761
Chr3,7568746,7568846,*,0.0058445887570448,0.911788734741697,-0.0732787384078652
Chr1,9646457,9646557,*,0.00584626466240207,0.911788734741697,0.202568086916651
Chr5,26495417,26495517,*,0.0058519802763387,0.911788734741697,-0.0558562000171031
Chr2,1851264,1851364,*,0.00585467049082832,0.911788734741697,0.0589774793310078
Chr1,13610940,13611040,*,0.00585587127361505,0.911788734741697,0.298346016282535
